,ENGINEER_TITLE,EMPLOYER_SIZE,SF,LA,PW_WAGE_LEVEL,YEAR,Cost of Living Plus Rent Index,ADJUSTED_P_WAGE
562,0,2,0,0,2,2019,100.0,74443.0
563,0,2,0,0,2,2019,100.0,74443.0
564,1,2,0,0,2,2019,100.0,74443.0
565,0,3,0,0,2,2019,100.0,74443.0
566,1,2,0,0,2,2019,100.0,74443.0
567,0,3,0,0,3,2019,100.0,97843.0
568,0,3,0,0,1,2019,100.0,51064.0
569,0,1,0,0,1,2019,100.0,51064.0
570,0,3,0,0,2,2019,100.0,74443.0
571,0,1,0,0,2,2019,100.0,74443.0
572,0,1,0,1,2,2019,73.9,85564.3
573,0,3,0,0,2,2019,100.0,74443.0
574,0,3,0,0,2,2019,100.0,74443.0
575,0,1,0,0,2,2019,100.0,74443.0
576,0,3,0,0,2,2019,100.0,74443.0
577,0,2,1,0,2,2019,98.6,95604.5
578,0,1,0,0,2,2019,100.0,74443.0
579,0,2,0,0,2,2019,100.0,74443.0
580,0,3,0,0,2,2019,100.0,74443.0
581,0,3,0,0,2,2019,100.0,74443.0
582,0,3,0,0,2,2019,100.0,74443.0
583,1,2,0,0,2,2019,100.0,74443.0
584,0,1,0,0,1,2019,100.0,51064.0
585,0,3,0,0,2,2019,100.0,74443.0
586,1,3,0,0,2,2019,100.0,74443.0
587,0,1,0,0,2,2019,100.0,74443.0
588,1,1,0,0,2,2019,100.0,74443.0
589,0,1,0,0,1,2019,100.0,51064.0
590,0,2,0,0,2,2019,100.0,74443.0
591,0,3,0,0,2,2019,100.0,74443.0
592,0,3,0,1,4,2019,73.9,138000.0
593,0,1,0,0,2,2019,100.0,74443.0
594,0,1,0,0,1,2019,100.0,51064.0
595,0,2,1,0,2,2019,98.6,95604.5
596,0,3,0,0,2,2019,100.0,74443.0
597,1,2,0,1,2,2019,73.9,85564.3
598,1,2,1,0,2,2019,98.6,95604.5
599,0,2,0,0,2,2019,100.0,74443.0
600,1,2,0,0,2,2019,100.0,74443.0
601,0,2,0,0,2,2019,100.0,74443.0
602,0,1,0,0,1,2019,100.0,58968.0
603,0,1,0,0,2,2019,100.0,74443.0
604,0,1,0,0,2,2019,100.0,74443.0
605,0,2,1,0,2,2019,98.6,95604.5
606,0,2,1,0,1,2019,98.6,71154.2
607,0,3,1,0,1,2019,98.6,71154.2
608,0,2,0,0,2,2019,100.0,74443.0
609,0,3,0,0,2,2019,100.0,74443.0
610,0,1,1,0,2,2019,98.6,95604.5
611,1,2,0,0,4,2019,100.0,121222.0
612,0,3,0,1,3,2019,73.9,111768.6
613,0,3,1,0,1,2019,98.6,71154.2
614,0,1,1,0,2,2019,98.6,95604.5
615,0,1,1,0,2,2019,98.6,95604.5
616,0,2,0,0,3,2019,100.0,97843.0
617,0,2,0,0,2,2019,100.0,74443.0
618,0,1,0,0,1,2019,100.0,58968.0
619,0,1,0,0,4,2019,100.0,121222.0
620,0,2,0,0,2,2019,100.0,74443.0
621,0,1,1,0,1,2019,98.6,71154.2
622,0,3,0,0,2,2019,100.0,74443.0
623,0,2,0,0,2,2019,100.0,74443.0
624,0,3,0,0,3,2019,100.0,97843.0
625,0,2,0,0,4,2019,100.0,121222.0
626,0,2,1,0,3,2019,98.6,120075.1
627,0,1,1,0,4,2019,98.6,144524.3
628,1,2,0,0,3,2019,100.0,97843.0
629,1,2,1,0,2,2019,98.6,95604.5
630,0,3,0,1,2,2019,73.9,85564.3
631,0,2,0,0,3,2019,100.0,97843.0
632,0,1,1,0,2,2019,98.6,95604.5
633,0,1,0,0,3,2019,100.0,97843.0
634,1,2,1,0,2,2019,98.6,95604.5
635,1,2,1,0,2,2019,98.6,95604.5
636,0,3,1,0,4,2019,98.6,144524.3
637,1,1,0,0,2,2019,100.0,74443.0
638,0,1,1,0,2,2019,98.6,95604.5
639,1,3,0,0,4,2019,100.0,121222.0
640,1,1,0,0,4,2019,100.0,121222.0
641,1,3,0,0,3,2019,100.0,97843.0
642,1,1,0,0,3,2019,100.0,97843.0
643,0,1,0,0,3,2019,100.0,97843.0
644,0,1,0,1,2,2019,73.9,85564.3
645,0,2,0,0,2,2019,100.0,74443.0
646,0,1,0,0,3,2019,100.0,100651.0
647,0,2,0,0,4,2019,100.0,123552.0
648,1,1,0,0,3,2019,100.0,100651.0
649,1,1,0,0,4,2019,100.0,123552.0
650,1,3,0,0,3,2019,100.0,100651.0
651,0,3,0,0,2,2019,100.0,77750.0
652,0,3,0,0,3,2019,100.0,100651.0
653,0,2,0,0,2,2019,100.0,77750.0
654,0,2,1,0,3,2019,98.6,115412.8
655,0,1,0,0,4,2019,100.0,123552.0
656,0,3,0,0,2,2019,100.0,77750.0
657,0,3,1,0,3,2019,98.6,115412.8
658,1,1,1,0,4,2019,98.6,136930.0
659,0,2,0,0,4,2019,100.0,123552.0
660,0,1,0,0,4,2019,100.0,123552.0
661,1,2,0,0,4,2019,100.0,123552.0
662,0,3,0,1,2,2019,73.9,91305.8
663,0,1,1,0,4,2019,98.6,108197.8
664,0,1,0,0,4,2019,100.0,123552.0
665,0,2,0,0,3,2019,100.0,100651.0
666,1,2,0,0,3,2019,100.0,100651.0
667,0,3,1,0,4,2019,98.6,136930.0
668,0,1,0,0,3,2019,100.0,146744.0
669,0,3,0,0,2,2019,100.0,67891.0
670,1,2,0,0,3,2019,100.0,80974.0
671,0,3,0,0,4,2019,100.0,94078.0
672,0,3,0,0,3,2019,100.0,80974.0
673,0,3,0,0,2,2019,100.0,67891.0
674,0,2,0,0,3,2019,100.0,80974.0
675,0,3,0,0,1,2019,100.0,61360.0
676,0,3,0,0,2,2019,100.0,83866.0
677,0,2,0,0,3,2019,100.0,106350.0
678,0,3,1,0,3,2019,98.6,113957.4
679,0,3,1,0,2,2019,98.6,95604.5
680,0,3,0,0,2,2019,100.0,83866.0
681,0,1,0,0,2,2019,100.0,83866.0
682,0,2,1,0,2,2019,98.6,92229.2
683,0,1,0,0,2,2019,100.0,83866.0
684,0,1,1,0,3,2019,98.6,113957.4
685,1,3,0,0,2,2019,100.0,83866.0
686,0,3,0,0,2,2019,100.0,83866.0
687,1,3,0,0,2,2019,100.0,83866.0
688,0,2,1,0,1,2019,98.6,70501.0
689,0,3,1,0,2,2019,98.6,92229.2
690,0,3,1,0,2,2019,98.6,92229.2
691,0,3,1,0,2,2019,98.6,92229.2
692,0,3,1,0,2,2019,98.6,92229.2
693,0,3,1,0,2,2019,98.6,92229.2
694,0,2,0,1,4,2019,73.9,146866.0
695,0,3,0,1,1,2019,73.9,74530.4
696,0,3,1,0,1,2019,98.6,70501.0
697,0,3,1,0,1,2019,98.6,70501.0
698,0,1,1,0,4,2019,98.6,135685.6
699,0,2,1,0,3,2019,98.6,113957.4
700,0,2,1,0,1,2019,98.6,70501.0
701,0,2,1,0,1,2019,98.6,70501.0
702,0,2,1,0,3,2019,98.6,113957.4
703,0,3,0,0,1,2019,100.0,61360.0
704,0,3,1,0,3,2019,98.6,113957.4
705,0,1,0,0,3,2019,100.0,106350.0
706,0,2,1,0,2,2019,98.6,92229.2
707,0,3,0,0,1,2019,100.0,61360.0
708,0,3,0,0,1,2019,100.0,61360.0
709,0,2,0,0,2,2019,100.0,83866.0
710,0,1,1,0,2,2019,98.6,92229.2
711,0,3,1,0,2,2019,98.6,92229.2
712,0,1,1,0,2,2019,98.6,92229.2
713,0,3,1,0,2,2019,98.6,92229.2
714,0,3,0,0,2,2019,100.0,83866.0
715,0,1,0,0,1,2019,100.0,61360.0
716,0,3,0,0,2,2019,100.0,83866.0
717,0,3,0,0,2,2019,100.0,83866.0
718,0,3,1,0,2,2019,98.6,92229.2
719,0,2,0,0,2,2019,100.0,83866.0
720,0,2,0,0,2,2019,100.0,83866.0
721,0,1,0,0,2,2019,100.0,83866.0
722,0,3,1,0,2,2019,98.6,92229.2
723,0,2,1,0,2,2019,98.6,92229.2
724,0,3,0,1,2,2019,73.9,98652.2
725,0,3,0,1,2,2019,73.9,98652.2
726,0,3,0,1,2,2019,73.9,98652.2
727,0,1,1,0,4,2019,98.6,135685.6
728,0,3,0,0,3,2019,100.0,106350.0
729,0,3,0,1,1,2019,73.9,74530.4
730,0,3,0,0,1,2019,100.0,61360.0
731,0,3,0,0,2,2019,100.0,83866.0
732,0,1,1,0,4,2019,98.6,135685.6
733,0,2,0,0,1,2019,100.0,61360.0
734,1,3,0,0,2,2019,100.0,83866.0
735,0,3,0,0,2,2019,100.0,83866.0
736,0,3,1,0,1,2019,98.6,70501.0
737,0,2,0,0,3,2019,100.0,106350.0
738,0,1,0,0,1,2019,100.0,61360.0
739,0,1,0,0,1,2019,100.0,61360.0
740,0,2,0,0,3,2019,100.0,106350.0
741,1,2,0,0,2,2019,100.0,83866.0
742,0,2,1,0,4,2019,98.6,135685.6
743,0,2,0,0,2,2019,100.0,83866.0
744,0,2,0,0,1,2019,100.0,61360.0
745,0,2,0,0,2,2019,100.0,83866.0
746,0,1,1,0,2,2019,98.6,92229.2
747,0,1,0,0,2,2019,100.0,83866.0
748,0,2,1,0,2,2019,98.6,92229.2
749,0,1,1,0,3,2019,98.6,113957.4
750,0,3,0,0,2,2019,100.0,83866.0
751,0,3,1,0,2,2019,98.6,92229.2
752,0,3,1,0,2,2019,98.6,92229.2
753,0,3,0,0,1,2019,100.0,61360.0
754,0,1,0,0,2,2019,100.0,83866.0
755,0,3,0,0,2,2019,100.0,83866.0
756,0,1,0,0,2,2019,100.0,83866.0
757,0,3,0,0,2,2019,100.0,83866.0
758,0,3,0,0,1,2019,100.0,61360.0
759,0,3,1,0,2,2019,98.6,92229.2
760,0,3,0,0,2,2019,100.0,83866.0
761,0,2,0,0,3,2019,100.0,106350.0
762,0,2,1,0,2,2019,98.6,92229.2
763,0,3,0,0,1,2019,100.0,61360.0
764,0,3,0,0,2,2019,100.0,83866.0
765,0,2,0,0,3,2019,100.0,106350.0
766,0,3,1,0,3,2019,98.6,113957.4
767,0,2,0,0,3,2019,100.0,106350.0
768,0,1,1,0,4,2019,98.6,135685.6
769,0,3,0,0,4,2019,100.0,128856.0
770,0,2,1,0,4,2019,98.6,135685.6
771,0,3,0,0,3,2019,100.0,106350.0
772,0,3,0,0,4,2019,100.0,128856.0
773,0,3,0,0,1,2019,100.0,61360.0
774,0,1,0,0,1,2019,100.0,61360.0
775,0,1,0,0,4,2019,100.0,131872.0
776,0,3,0,0,2,2019,100.0,87630.0
777,0,1,0,0,4,2019,100.0,131872.0
778,0,2,1,0,2,2019,98.6,91174.4
779,0,3,1,0,4,2019,98.6,132119.7
780,0,1,1,0,4,2019,98.6,132119.7
781,0,1,0,0,4,2019,100.0,131872.0
782,0,1,0,0,4,2019,100.0,131872.0
783,0,3,1,0,3,2019,98.6,111657.2
784,0,2,0,0,4,2019,100.0,131872.0
785,0,2,1,0,4,2019,98.6,132119.7
786,0,1,1,0,4,2019,98.6,145135.9
787,0,1,1,0,1,2019,98.6,80330.6
788,1,3,1,0,2,2019,98.6,101933.1
789,0,3,1,0,2,2019,98.6,101933.1
790,0,3,1,0,1,2019,98.6,80330.6
791,0,3,1,0,3,2019,98.6,123534.5
792,0,3,1,0,2,2019,98.6,101933.1
793,0,3,1,0,3,2019,98.6,123534.5
794,0,1,1,0,3,2019,98.6,123534.5
795,0,3,0,0,2,2019,100.0,87464.0
796,0,3,1,0,2,2019,98.6,101933.1
797,0,3,0,0,2,2019,100.0,87464.0
798,0,2,0,0,1,2019,100.0,67080.0
799,0,3,1,0,2,2019,98.6,101933.1
800,0,2,1,0,3,2019,98.6,123534.5
801,0,3,0,0,2,2019,100.0,87464.0
802,0,3,1,0,2,2019,98.6,101933.1
803,0,3,0,0,3,2019,100.0,105227.0
804,0,2,0,0,1,2019,100.0,67080.0
805,0,3,0,0,4,2019,100.0,123011.0
806,0,2,0,0,3,2019,100.0,105227.0
807,0,3,1,0,2,2019,98.6,101933.1
808,0,3,1,0,3,2019,98.6,123534.5
809,0,3,0,0,3,2019,100.0,105227.0
810,0,3,1,0,2,2019,98.6,101933.1
811,0,1,0,0,1,2019,100.0,69680.0
812,0,1,0,0,2,2019,100.0,87464.0
813,0,2,0,0,2,2019,100.0,87464.0
814,0,3,1,0,3,2019,98.6,123534.5
815,1,3,0,0,3,2019,100.0,105227.0
816,0,2,1,0,3,2019,98.6,123534.5
817,0,1,0,0,2,2019,100.0,87464.0
818,0,3,1,0,2,2019,98.6,101933.1
819,0,1,1,0,3,2019,98.6,123534.5
820,0,2,1,0,4,2019,98.6,145135.9
821,0,3,0,1,1,2019,73.9,73602.2
822,0,3,1,0,1,2019,98.6,72399.6
823,0,3,1,0,2,2019,98.6,101933.1
824,0,2,0,0,3,2019,100.0,105227.0
825,1,3,0,0,2,2019,100.0,87464.0
826,0,3,1,0,2,2019,98.6,101933.1
827,0,3,1,0,3,2019,98.6,123534.5
828,0,3,1,0,4,2019,98.6,145135.9
829,0,2,0,1,4,2019,73.9,130119.1
830,0,1,1,0,3,2019,98.6,123534.5
831,0,2,1,0,2,2019,98.6,101933.1
832,0,3,1,0,2,2019,98.6,101933.1
833,0,2,0,0,3,2019,100.0,105227.0
834,0,3,0,0,1,2019,100.0,69680.0
835,0,1,1,0,3,2019,98.6,123534.5
836,0,3,1,0,1,2019,98.6,80330.6
837,0,3,0,0,2,2019,100.0,87464.0
838,0,2,0,0,2,2019,100.0,87464.0
839,0,3,0,0,2,2019,100.0,87464.0
840,0,2,0,0,4,2019,100.0,123011.0
841,0,3,0,0,1,2019,100.0,69680.0
842,0,1,1,0,2,2019,98.6,101933.1
843,0,2,1,0,2,2019,98.6,101933.1
844,0,3,1,0,2,2019,98.6,101933.1
845,0,3,1,0,3,2019,98.6,123534.5
846,0,3,1,0,4,2019,98.6,145135.9
847,0,3,1,0,3,2019,98.6,123534.5
848,0,3,0,0,2,2019,100.0,87464.0
849,0,3,0,0,3,2019,100.0,105227.0
850,0,3,0,0,4,2019,100.0,123011.0
851,0,3,0,0,1,2019,100.0,69680.0
852,0,2,1,0,1,2019,98.6,80330.6
853,0,2,0,0,2,2019,100.0,87464.0
854,0,3,0,0,2,2019,100.0,87464.0
855,0,3,1,0,3,2019,98.6,123534.5
856,0,1,0,0,2,2019,100.0,87464.0
857,0,2,0,0,3,2019,100.0,105227.0
858,0,2,0,0,1,2019,100.0,69680.0
859,0,3,0,0,3,2019,100.0,110000.0
860,0,2,0,0,2,2019,100.0,87464.0
861,0,3,0,0,3,2019,100.0,105227.0
862,0,2,0,1,2,2019,73.9,92431.7
863,0,1,0,0,1,2019,100.0,69680.0
864,0,3,0,0,2,2019,100.0,87464.0
865,0,1,1,0,2,2019,98.6,101933.1
866,0,3,1,0,3,2019,98.6,123534.5
867,0,3,1,0,1,2019,98.6,80330.6
868,1,1,1,0,2,2019,98.6,101933.1
869,0,1,1,0,2,2019,98.6,101933.1
870,0,1,1,0,2,2019,98.6,101933.1
871,0,2,1,0,2,2019,98.6,101933.1
872,0,2,1,0,3,2019,98.6,123534.5
873,0,2,0,0,1,2019,100.0,69680.0
874,0,1,1,0,2,2019,98.6,101933.1
875,0,1,1,0,2,2019,98.6,101933.1
876,0,3,1,0,4,2019,98.6,145135.9
877,0,2,0,0,2,2019,100.0,87464.0
878,0,2,0,0,2,2019,100.0,87464.0
879,0,2,0,0,4,2019,100.0,123011.0
880,0,2,1,0,2,2019,98.6,101933.1
881,0,1,0,0,1,2019,100.0,69680.0
882,0,2,0,0,2,2019,100.0,87464.0
883,0,3,0,0,2,2019,100.0,87464.0
884,0,3,0,0,3,2019,100.0,105227.0
885,0,1,1,0,3,2019,98.6,123534.5
886,0,1,1,0,3,2019,98.6,123534.5
887,0,1,1,0,4,2019,98.6,145135.9
888,0,1,1,0,4,2019,98.6,145135.9
889,0,1,1,0,3,2019,98.6,123534.5
890,0,3,0,0,3,2019,100.0,105227.0
891,0,1,0,0,4,2019,100.0,123011.0
892,0,2,1,0,4,2019,98.6,145135.9
893,0,2,1,0,4,2019,98.6,145135.9
894,0,2,0,0,4,2019,100.0,123011.0
895,0,3,0,0,4,2019,100.0,123011.0
896,0,3,0,0,2,2019,100.0,87464.0
897,0,2,1,0,4,2019,98.6,145135.9
898,0,1,1,0,3,2019,98.6,123534.5
899,0,2,0,0,3,2019,100.0,105227.0
900,0,2,0,1,4,2019,73.9,130119.1
901,0,1,1,0,2,2019,98.6,101933.1
902,0,1,1,0,2,2019,98.6,101933.1
903,0,1,1,0,2,2019,98.6,101933.1
904,0,3,0,0,2,2019,100.0,87464.0
905,0,3,0,0,1,2019,100.0,69680.0
906,0,1,1,0,2,2019,98.6,101933.1
907,0,3,0,0,1,2019,100.0,69680.0
908,0,3,0,0,1,2019,100.0,69680.0
909,0,1,0,0,3,2019,100.0,105227.0
910,0,3,1,0,1,2019,98.6,80330.6
911,0,2,0,0,2,2019,100.0,87464.0
912,0,2,0,0,2,2019,100.0,87464.0
913,0,2,0,0,2,2019,100.0,87464.0
914,0,3,0,0,3,2019,100.0,105227.0
915,0,2,1,0,2,2019,98.6,101933.1
916,0,3,0,0,2,2019,100.0,87464.0
917,0,2,0,0,2,2019,100.0,87464.0
918,0,2,0,0,1,2019,100.0,69680.0
919,0,3,0,0,1,2019,100.0,69680.0
920,0,1,1,0,2,2019,98.6,101933.1
921,0,3,1,0,2,2019,98.6,101933.1
922,0,1,0,0,4,2019,100.0,123011.0
923,0,1,1,0,2,2019,98.6,101933.1
924,0,2,0,0,1,2019,100.0,69680.0
925,0,2,1,0,1,2019,98.6,80330.6
926,0,2,0,0,2,2019,100.0,87464.0
927,0,3,1,0,2,2019,98.6,101933.1
928,0,3,1,0,1,2019,98.6,80330.6
929,0,2,1,0,4,2019,98.6,145135.9
930,0,2,0,0,1,2019,100.0,69680.0
931,0,1,1,0,3,2019,98.6,123534.5
932,0,1,1,0,4,2019,98.6,145135.9
933,0,2,0,0,4,2019,100.0,123011.0
934,0,1,1,0,2,2019,98.6,101933.1
935,1,3,0,1,2,2019,73.9,92431.7
936,0,1,1,0,2,2019,98.6,101933.1
937,0,2,0,0,2,2019,100.0,87464.0
938,0,3,0,0,2,2019,100.0,87464.0
939,0,1,1,0,3,2019,98.6,123534.5
940,0,1,1,0,1,2019,98.6,80330.6
941,0,2,1,0,3,2019,98.6,123534.5
942,0,1,0,0,4,2019,100.0,123011.0
943,0,2,1,0,3,2019,98.6,123534.5
944,0,1,1,0,2,2019,98.6,101933.1
945,0,3,0,0,2,2019,100.0,87464.0
946,0,3,0,0,2,2019,100.0,87464.0
947,0,2,1,0,4,2019,98.6,145135.9
948,0,3,1,0,2,2019,98.6,101933.1
949,0,3,0,0,2,2019,100.0,87464.0
950,0,2,1,0,2,2019,98.6,101933.1
951,1,3,1,0,2,2019,98.6,101933.1
952,0,3,0,0,4,2019,100.0,123011.0
953,0,1,0,0,2,2019,100.0,87464.0
954,0,2,0,0,2,2019,100.0,87464.0
955,0,3,0,0,1,2019,100.0,69680.0
956,0,1,0,0,2,2019,100.0,87464.0
957,0,2,0,1,3,2019,73.9,111289.6
958,0,2,1,0,3,2019,98.6,123534.5
959,0,2,1,0,1,2019,98.6,80330.6
960,0,2,1,0,1,2019,98.6,80330.6
961,0,1,0,0,1,2019,100.0,69680.0
962,0,3,0,0,1,2019,100.0,67080.0
963,0,3,0,0,1,2019,100.0,69680.0
964,0,2,1,0,3,2019,98.6,123534.5
965,0,3,1,0,4,2019,98.6,145135.9
966,0,3,1,0,2,2019,98.6,101933.1
967,1,3,1,0,2,2019,98.6,101933.1
968,0,3,0,0,2,2019,100.0,87464.0
969,0,1,1,0,2,2019,98.6,101933.1
970,0,3,1,0,2,2019,98.6,101933.1
971,0,3,1,0,2,2019,98.6,101933.1
972,0,2,0,0,1,2019,100.0,67080.0
973,0,2,0,0,2,2019,100.0,87464.0
974,0,1,1,0,3,2019,98.6,123534.5
975,0,3,1,0,2,2019,98.6,101933.1
976,0,3,1,0,4,2019,98.6,145135.9
977,0,2,0,0,2,2019,100.0,87464.0
978,0,1,1,0,4,2019,98.6,145135.9
979,0,2,1,0,4,2019,98.6,145135.9
980,0,1,0,0,4,2019,100.0,123011.0
981,0,3,1,0,2,2019,98.6,101933.1
982,0,2,1,0,4,2019,98.6,145135.9
983,1,1,1,0,3,2019,98.6,123534.5
984,0,1,1,0,1,2019,98.6,80330.6
985,0,1,0,0,4,2019,100.0,123011.0
986,0,2,0,0,2,2019,100.0,87464.0
987,0,3,1,0,2,2019,98.6,101933.1
988,0,2,0,0,4,2019,100.0,123011.0
989,0,3,1,0,2,2019,98.6,101933.1
990,1,3,0,0,3,2019,100.0,105227.0
991,0,1,0,0,4,2019,100.0,123011.0
992,0,1,1,0,4,2019,98.6,145135.9
993,0,1,0,0,2,2019,100.0,87464.0
994,0,2,1,0,2,2019,98.6,101933.1
995,0,3,1,0,1,2019,98.6,80330.6
996,0,1,1,0,2,2019,98.6,101933.1
997,0,3,0,0,3,2019,100.0,105227.0
998,0,3,1,0,2,2019,98.6,101933.1
999,0,3,1,0,2,2019,98.6,101933.1
1000,1,3,0,0,3,2019,100.0,105227.0
1001,0,2,0,0,2,2019,100.0,87464.0
1002,0,3,1,0,2,2019,98.6,101933.1
1003,0,3,1,0,2,2019,98.6,101933.1
1004,0,3,1,0,2,2019,98.6,101933.1
1005,0,3,0,0,2,2019,100.0,87464.0
1006,0,2,0,0,4,2019,100.0,123011.0
1007,0,1,1,0,2,2019,98.6,101933.1
1008,0,1,0,0,3,2019,100.0,105227.0
1009,0,3,0,0,2,2019,100.0,87464.0
1010,0,2,0,0,2,2019,100.0,87464.0
1011,0,2,1,0,2,2019,98.6,101933.1
1012,0,3,1,0,2,2019,98.6,101933.1
1013,0,3,0,0,3,2019,100.0,105227.0
1014,0,3,0,0,4,2019,100.0,123011.0
1015,0,3,0,0,4,2019,100.0,123011.0
1016,0,2,0,0,2,2019,100.0,87464.0
1017,0,3,1,0,3,2019,98.6,123534.5
1018,0,1,1,0,2,2019,98.6,101933.1
1019,0,2,0,0,4,2019,100.0,123011.0
1020,0,3,1,0,2,2019,98.6,101933.1
1021,0,3,1,0,3,2019,98.6,123534.5
1022,0,3,1,0,2,2019,98.6,101933.1
1023,0,1,0,0,2,2019,100.0,87464.0
1024,0,3,0,0,2,2019,100.0,87464.0
1025,0,1,0,0,1,2019,100.0,69680.0
1026,0,3,1,0,2,2019,98.6,101933.1
1027,0,3,1,0,2,2019,98.6,101933.1
1028,0,2,1,0,1,2019,98.6,80330.6
1029,0,2,0,0,2,2019,100.0,79851.0
1030,0,3,1,0,2,2019,98.6,101933.1
1031,1,3,0,0,1,2019,100.0,69680.0
1032,0,3,1,0,2,2019,98.6,101933.1
1033,0,1,1,0,4,2019,98.6,145135.9
1034,0,3,1,0,2,2019,98.6,101933.1
1035,0,3,1,0,2,2019,98.6,101933.1
1036,0,1,1,0,3,2019,98.6,123534.5
1037,0,3,1,0,2,2019,98.6,101933.1
1038,0,3,1,0,2,2019,98.6,101933.1
1039,0,3,0,0,2,2019,100.0,87464.0
1040,0,3,1,0,2,2019,98.6,101933.1
1041,0,3,0,0,4,2019,100.0,123011.0
1042,0,3,1,0,2,2019,98.6,99296.1
1043,0,3,1,0,2,2019,98.6,99296.1
1044,0,2,0,0,3,2019,100.0,109824.0
1045,0,2,1,0,3,2019,98.6,120264.7
1046,0,3,0,0,2,2019,100.0,89918.0
1047,0,2,0,0,3,2019,100.0,109824.0
1048,0,3,1,0,4,2019,98.6,141212.0
1049,0,2,0,0,3,2019,100.0,109824.0
1050,0,3,1,0,2,2019,98.6,99296.1
1051,0,2,1,0,4,2019,98.6,141212.0
1052,0,3,1,0,2,2019,98.6,99296.1
1053,0,2,1,0,2,2019,98.6,99296.1
1054,0,2,0,0,4,2019,100.0,129709.0
1055,0,2,0,0,4,2019,100.0,129709.0
1056,0,3,1,0,2,2019,98.6,99296.1
1057,0,2,1,0,4,2019,98.6,141212.0
1058,0,2,1,0,4,2019,98.6,141212.0
1059,0,3,1,0,2,2019,98.6,99296.1
1060,0,2,1,0,2,2019,98.6,99296.1
1061,0,1,0,0,2,2019,100.0,89918.0
1062,0,3,1,0,2,2019,98.6,99296.1
1063,0,3,0,0,2,2019,100.0,89918.0
1064,0,1,1,0,4,2019,98.6,141212.0
1065,0,2,0,0,2,2019,100.0,89918.0
1066,0,3,0,0,2,2019,100.0,89918.0
1067,0,3,1,0,3,2019,98.6,120264.7
1068,0,3,1,0,3,2019,98.6,120264.7
1069,0,3,1,0,2,2019,98.6,99296.1
1070,1,2,0,0,3,2019,100.0,91083.0
1071,0,2,0,0,4,2019,100.0,129709.0
1072,0,1,0,0,2,2019,100.0,89918.0
1073,0,1,1,0,1,2019,98.6,78347.9
1074,0,2,1,0,4,2019,98.6,141212.0
1075,0,3,1,0,2,2019,98.6,99296.1
1076,0,2,1,0,4,2019,98.6,141212.0
1077,0,2,1,0,2,2019,98.6,99296.1
1078,0,3,0,0,2,2019,100.0,89918.0
1079,0,2,0,0,3,2019,100.0,109824.0
1080,0,3,1,0,2,2019,98.6,99296.1
1081,0,2,1,0,4,2019,98.6,141212.0
1082,1,3,1,0,4,2019,98.6,141212.0
1083,0,2,0,0,3,2019,100.0,109824.0
1084,0,1,1,0,1,2019,98.6,78347.9
1085,0,3,1,0,2,2019,98.6,99296.1
1086,0,3,1,0,2,2019,98.6,99296.1
1087,0,2,0,0,2,2019,100.0,89918.0
1088,0,2,1,0,4,2019,98.6,141212.0
1089,0,1,1,0,2,2019,98.6,99296.1
1090,0,2,0,0,4,2019,100.0,129709.0
1091,0,2,0,0,2,2019,100.0,89918.0
1092,0,3,0,0,1,2019,100.0,70034.0
1093,0,1,1,0,2,2019,98.6,99296.1
1094,0,1,1,0,2,2019,98.6,99296.1
1095,0,1,1,0,4,2019,98.6,141212.0
1096,0,1,1,0,3,2019,98.6,120264.7
1097,0,3,0,0,2,2019,100.0,89918.0
1098,0,1,0,0,4,2019,100.0,129709.0
1099,0,3,1,0,2,2019,98.6,99296.1
1100,0,3,1,0,2,2019,98.6,99296.1
1101,0,2,0,0,3,2019,100.0,109824.0
1102,0,1,1,0,4,2019,98.6,141212.0
1103,0,3,0,0,2,2019,100.0,88400.0
1104,1,2,0,0,3,2019,100.0,109242.0
1105,1,1,0,0,4,2019,100.0,125445.0
1106,1,1,1,0,2,2019,98.6,101194.7
1107,0,3,0,0,4,2019,100.0,123635.0
1108,0,3,0,0,1,2019,100.0,58718.0
1109,0,1,1,0,4,2019,98.6,135199.8
1110,0,2,0,0,1,2019,100.0,58677.0
1111,1,2,0,0,1,2019,100.0,58677.0
1112,0,2,0,0,1,2019,100.0,68328.0
1113,0,2,1,0,4,2019,98.6,112838.7
1114,0,3,0,0,2,2019,100.0,50731.0
1115,0,3,1,0,1,2019,98.6,46747.5
1116,0,3,1,0,2,2019,98.6,79381.3
1117,0,3,1,0,1,2019,98.6,45882.4
1118,0,2,0,0,3,2019,100.0,80330.0
1119,0,2,0,0,4,2019,100.0,90022.0
1120,0,2,1,0,3,2019,98.6,123576.1
1121,0,3,0,0,4,2019,100.0,169915.0
1122,0,2,1,0,4,2019,98.6,145937.1
1123,0,2,1,0,3,2019,98.6,123576.1
1124,0,2,1,0,3,2019,98.6,123576.1
1125,0,3,0,0,2,2019,100.0,104146.0
1126,0,2,0,0,2,2019,100.0,42536.0
1127,0,3,1,0,4,2019,98.6,51746.5
1128,0,3,1,0,2,2019,98.6,67653.1
1129,0,3,0,0,2,2019,100.0,49754.0
1130,0,3,0,0,4,2019,100.0,60840.0
1131,1,1,0,0,2,2020,100.0,89918.0
1132,0,3,1,0,2,2020,103.0,83927.2
1133,1,3,0,0,3,2020,100.0,123032.0
1134,0,3,1,0,2,2020,103.0,95054.4
1135,1,1,1,0,3,2020,103.0,141015.5
