,ENGINEER_TITLE,EMPLOYER_SIZE,SF,LA,PW_WAGE_LEVEL,YEAR,Cost of Living Plus Rent Index,ADJUSTED_P_WAGE
359,1,3,0,0,4,2019,100.0,144518.0
360,1,1,1,0,3,2019,98.6,140051.7
361,0,1,1,0,2,2019,98.6,120137.9
362,1,1,1,0,2,2019,98.6,120137.9
363,1,2,1,0,3,2019,98.6,140051.7
364,1,1,1,0,2,2019,98.6,120137.9
365,1,1,1,0,2,2019,98.6,120137.9
366,1,1,1,0,2,2019,98.6,120137.9
367,1,1,1,0,2,2019,98.6,120137.9
368,1,1,1,0,2,2019,98.6,120137.9
369,1,2,1,0,2,2019,98.6,120137.9
370,1,1,1,0,3,2019,98.6,140051.7
371,0,1,0,1,2,2019,73.9,134200.3
372,1,3,0,0,1,2019,100.0,77334.0
373,1,2,1,0,3,2019,98.6,140051.7
374,1,3,1,0,3,2019,98.6,140051.7
375,1,3,1,0,4,2019,98.6,159945.2
376,1,1,1,0,4,2019,98.6,159945.2
377,1,2,1,0,3,2019,98.6,140051.7
378,1,3,0,0,2,2019,100.0,99736.0
379,1,3,1,0,2,2019,98.6,120137.9
380,0,3,1,0,1,2019,98.6,100245.4
381,1,3,1,0,2,2019,98.6,120137.9
382,1,2,0,0,2,2019,100.0,99736.0
383,1,3,1,0,2,2019,98.6,120137.9
384,1,1,0,0,1,2019,100.0,77334.0
385,1,1,0,0,1,2019,100.0,77334.0
386,1,1,0,0,1,2019,100.0,77334.0
387,1,1,1,0,4,2019,98.6,159945.2
388,1,1,1,0,2,2019,98.6,120137.9
389,1,1,0,1,3,2019,73.9,134200.3
390,0,1,0,0,2,2019,100.0,99736.0
391,1,2,1,0,4,2019,98.6,159945.2
392,0,3,0,0,1,2019,100.0,77334.0
393,1,1,1,0,2,2019,98.6,120137.9
394,1,2,1,0,3,2019,98.6,140051.7
395,1,2,1,0,4,2019,98.6,159945.2
396,1,1,0,0,2,2019,100.0,99736.0
397,1,1,1,0,4,2019,98.6,159945.2
398,1,2,1,0,2,2019,98.6,120137.9
399,1,3,0,0,2,2019,100.0,99736.0
400,1,2,1,0,2,2019,98.6,120137.9
401,1,2,1,0,3,2019,98.6,140051.7
402,1,1,1,0,4,2019,98.6,159945.2
403,1,3,1,0,3,2019,98.6,140051.7
404,0,2,1,0,4,2019,98.6,159945.2
405,1,3,0,0,4,2019,100.0,144518.0
406,1,1,1,0,2,2019,98.6,120137.9
407,0,2,0,0,4,2019,100.0,144518.0
408,1,3,0,0,4,2019,100.0,122117.0
409,1,3,0,0,4,2019,100.0,144976.0
410,1,2,0,0,3,2019,100.0,123032.0
411,1,3,1,0,4,2019,98.6,158974.6
412,1,3,1,0,4,2019,98.6,158974.6
413,1,1,1,0,3,2019,98.6,139207.9
414,0,3,0,0,4,2019,100.0,144976.0
415,1,1,1,0,4,2019,98.6,158974.6
416,0,2,0,0,4,2019,100.0,144976.0
417,1,3,1,0,4,2019,98.6,158974.6
418,1,3,0,1,3,2019,73.9,170171.9
419,0,2,0,0,2,2019,100.0,75275.0
420,0,1,1,0,2,2019,98.6,89676.5
421,0,2,0,1,4,2019,73.9,158350.5
422,0,3,0,1,2,2019,73.9,100481.7
423,0,2,0,1,4,2019,73.9,158350.5
424,0,3,0,0,2,2019,100.0,83600.0
425,0,1,0,0,4,2019,100.0,122200.0
426,0,1,1,0,4,2019,98.6,131791.1
427,0,3,1,0,4,2019,98.6,126720.1
428,1,2,0,0,2,2019,100.0,83512.0
429,1,2,0,0,3,2019,100.0,102856.0
430,0,3,0,0,2,2019,100.0,83512.0
431,0,3,0,0,3,2019,100.0,102856.0
432,0,2,0,0,4,2019,100.0,122200.0
433,0,1,0,0,2,2019,100.0,83512.0
434,0,1,0,0,2,2019,100.0,83512.0
435,1,1,1,0,2,2019,98.6,89676.5
436,0,1,0,0,1,2019,100.0,64168.0
437,0,2,0,0,3,2019,100.0,102856.0
438,1,1,1,0,2,2019,98.6,89676.5
439,0,2,0,0,2,2019,100.0,83512.0
440,0,1,0,0,2,2019,100.0,83512.0
441,0,3,0,0,2,2019,100.0,83512.0
442,1,1,0,0,1,2019,100.0,64168.0
443,0,2,0,1,1,2019,73.9,71548.0
444,0,3,0,0,4,2019,100.0,122200.0
445,0,3,0,1,1,2019,73.9,71548.0
446,0,1,0,0,2,2019,100.0,83512.0
447,0,3,0,0,3,2019,100.0,102856.0
448,0,1,0,0,2,2019,100.0,83512.0
449,0,2,0,1,2,2019,73.9,100481.7
450,0,1,0,0,2,2019,100.0,83512.0
451,0,3,1,0,4,2019,98.6,126720.1
452,0,1,0,0,2,2019,100.0,83512.0
453,0,3,1,0,2,2019,98.6,89676.5
454,0,1,0,0,2,2019,100.0,83512.0
455,0,2,1,0,4,2019,98.6,126720.1
456,0,2,1,0,4,2019,98.6,126720.1
457,0,2,0,0,1,2019,100.0,64168.0
458,0,1,0,0,2,2019,100.0,83512.0
459,0,2,1,0,2,2019,98.6,89676.5
460,0,1,0,0,2,2019,100.0,83512.0
461,0,1,0,0,2,2019,100.0,83512.0
462,0,3,0,0,1,2019,100.0,64168.0
463,0,1,0,0,3,2019,100.0,102856.0
464,1,3,0,1,2,2019,73.9,100481.7
465,1,3,0,1,2,2019,73.9,100481.7
466,0,2,0,0,4,2019,100.0,122200.0
467,0,3,0,0,2,2019,100.0,83512.0
468,0,3,1,0,2,2019,98.6,89676.5
469,1,3,0,0,3,2019,100.0,102856.0
470,0,3,0,0,2,2019,100.0,83512.0
471,0,1,0,0,2,2019,100.0,83512.0
472,1,1,0,1,3,2019,73.9,129415.4
473,0,3,1,0,2,2019,98.6,89676.5
474,0,2,0,0,2,2019,100.0,83512.0
475,0,2,0,0,2,2019,100.0,83512.0
476,0,3,0,0,3,2019,100.0,102856.0
477,0,2,0,1,2,2019,73.9,100481.7
478,1,3,1,0,4,2019,98.6,126720.1
479,0,2,0,0,2,2019,100.0,83512.0
480,0,2,0,0,2,2019,100.0,83512.0
481,0,3,1,0,4,2019,98.6,126720.1
482,0,1,0,0,1,2019,100.0,64168.0
483,0,2,0,0,1,2019,100.0,64168.0
484,0,1,1,0,4,2019,98.6,126720.1
485,0,2,0,0,1,2019,100.0,64168.0
486,0,2,0,0,2,2019,100.0,75275.0
487,0,2,1,0,2,2019,98.6,89676.5
488,0,2,0,0,2,2019,100.0,83512.0
489,0,2,0,0,2,2019,100.0,83512.0
490,0,3,0,0,4,2019,100.0,122200.0
491,0,2,0,0,2,2019,100.0,83512.0
492,0,2,0,0,2,2019,100.0,83512.0
493,1,1,1,0,4,2019,98.6,126720.1
494,0,1,0,0,2,2019,100.0,83512.0
495,0,3,0,1,3,2019,73.9,129415.4
496,0,1,0,0,4,2019,100.0,122200.0
497,1,2,0,0,4,2019,100.0,101795.0
498,0,3,0,0,4,2019,100.0,122200.0
499,0,3,1,0,2,2019,98.6,89676.5
500,0,2,0,1,2,2019,73.9,100481.7
501,1,1,0,0,2,2019,100.0,83512.0
502,0,2,1,0,4,2019,98.6,126720.1
503,1,2,0,0,3,2019,100.0,102856.0
504,1,3,0,1,2,2019,73.9,100481.7
505,0,3,0,0,2,2019,100.0,83512.0
506,0,1,0,0,2,2019,100.0,83512.0
507,0,1,0,0,2,2019,100.0,83512.0
508,0,3,1,0,4,2019,98.6,130685.6
509,1,1,1,0,4,2019,98.6,130685.6
510,0,3,1,0,4,2019,98.6,130685.6
511,0,2,0,0,2,2019,100.0,86528.0
512,1,1,1,0,4,2019,98.6,130685.6
513,0,2,0,1,3,2019,73.9,128403.2
514,0,2,0,0,4,2019,100.0,127982.0
515,0,2,0,0,4,2019,100.0,127982.0
516,0,2,1,0,3,2019,98.6,109189.7
517,0,1,0,1,3,2019,73.9,128403.2
518,0,2,0,0,3,2019,100.0,107245.0
519,0,1,0,0,3,2019,100.0,107245.0
520,1,3,1,0,4,2019,98.6,130685.6
521,0,3,0,0,2,2019,100.0,86528.0
522,0,3,0,1,2,2019,73.9,100650.9
523,0,2,0,0,4,2019,100.0,127982.0
524,0,1,0,0,3,2019,100.0,107245.0
525,1,1,1,0,4,2019,98.6,130685.6
526,0,3,0,0,2,2019,100.0,74443.0
527,0,1,1,0,1,2019,98.6,74036.5
528,0,2,0,0,2,2019,100.0,77750.0
529,0,2,0,0,2,2019,100.0,74443.0
530,0,2,0,0,4,2019,100.0,106954.0
531,0,3,0,0,2,2019,100.0,74443.0
532,0,1,0,0,1,2019,100.0,51064.0
533,1,2,0,0,2,2019,100.0,74443.0
534,0,2,0,0,2,2019,100.0,74443.0
535,0,2,0,0,2,2019,100.0,74443.0
536,0,3,0,0,2,2019,100.0,74443.0
537,0,2,0,0,3,2019,100.0,97843.0
538,0,3,0,0,3,2019,100.0,97843.0
539,0,3,0,0,3,2019,100.0,97843.0
540,0,1,0,0,3,2019,100.0,97843.0
541,0,2,0,0,2,2019,100.0,74443.0
542,1,2,0,0,3,2019,100.0,97843.0
543,0,3,0,0,2,2019,100.0,74443.0
544,0,1,0,0,2,2019,100.0,74443.0
545,0,2,0,0,2,2019,100.0,74443.0
546,0,3,1,0,2,2019,98.6,95604.5
547,0,3,1,0,3,2019,98.6,120075.1
548,0,3,0,0,2,2019,100.0,74443.0
549,0,2,0,0,2,2019,100.0,74443.0
550,0,2,0,0,2,2019,100.0,74443.0
551,0,2,0,0,1,2019,100.0,51064.0
552,0,1,0,0,2,2019,100.0,74443.0
553,0,1,0,0,1,2019,100.0,51064.0
554,0,1,0,0,1,2019,100.0,51064.0
555,0,3,0,0,2,2019,100.0,74443.0
556,0,2,0,0,2,2019,100.0,74443.0
557,0,2,1,0,4,2019,98.6,144524.3
558,0,1,0,0,2,2019,100.0,74443.0
559,0,2,0,0,2,2019,100.0,74443.0
560,0,1,0,0,2,2019,100.0,74443.0
561,1,2,0,0,2,2019,100.0,74443.0
